date,start,end,title,domain,activity,campus,groups,venue,staff
2025-08-21,2025-08-21T15:00,2025-08-21T17:00,Open Working Problem 49,PBL,Tutorial,Callaghan,F,GP328,Esther Robinson
2025-08-21,2025-08-21T15:30,2025-08-21T17:30,Open Working Problem 49,PBL,Tutorial,Callaghan,H,GP327,Roger Liang
2025-08-21,2025-08-21T15:30,2025-08-21T17:30,Open Working Problem 49,PBL,Tutorial,Callaghan,L,GP326,Jeff Regnis
2025-08-21,2025-08-21T15:30,2025-08-21T17:30,Open Working Problem 49,PBL,Tutorial,Callaghan,O,GP321,Neil Spratt
2025-08-21,2025-08-21T15:30,2025-08-21T17:30,Open Working Problem 49,PBL,Tutorial,Callaghan,P,GP324,Lauren Harms
2025-08-22,2025-08-22T09:00,2025-08-22T10:00,Perinatal and Early Childhood Infections,Immunology,Lecture,Both,ALL,Zoom 2025,Prof Nathan Bartlett
2025-08-22,2025-08-22T10:00,2025-08-22T11:00,Clinical Genetics - Approach to Child Development,Genetics,Lecture,Both,ALL,Prerecoding on Canvas Panopto,Dr Himanshu Goel
2025-08-22,2025-08-22T12:30,2025-08-22T14:00,Sexuality and Identity,Interactional Skills,Tutorial,CCS,C,GO93.08.58,Kate Dundas
2025-08-22,2025-08-22T14:30,2025-08-22T16:00,Sexuality and Identity,Interactional Skills,Tutorial,CCS,D,GO93.08.58,Kate Dundas
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Tutorial,CCS,A,GO93.08.56,Heather Allard
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Tutorial,CCS,B,GO93.08.60,Peter Bae
2025-08-25,2025-08-25T09:00,2025-08-25T10:30,Middle Working Problem 49,PBL,Tutorial,CCS,C,GO93.08.55,Roving Tutor
2025-08-25,2025-08-25T09:00,2025-08-25T10:30,Middle Working Problem 49,PBL,Tutorial,CCS,D,GO93.08.51,Roving Tutor
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,Callaghan,G,GP327,Karma Tenzin
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,Callaghan,H,GP326,Htoo Myat
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,Callaghan,J,GP328,Juan Morales Franco
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Middle Working Problem 49,PBL,Tutorial,Callaghan,E,GP325,Roving Tutor
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Middle Working Problem 49,PBL,Tutorial,Callaghan,F,GP324,Roving Tutor
2025-08-25,2025-08-25T08:30,2025-08-25T10:00,Middle Working Problem 49,PBL,Tutorial,Callaghan,I,GP321,Roving Tutor
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Middle Working Problem 49,PBL,Tutorial,CCS,A,GO93.08.55,Roving Tutor
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Middle Working Problem 49,PBL,Tutorial,CCS,B,GO93.08.51,Roving Tutor
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,CCS,C,GO93.08.56,Heather Allard
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,CCS,D,GO93.08.60,Peter Bae
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,Callaghan,E,GP328,Juan Morales Franco
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,Callaghan,F,GP327,Karma Tenzin
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clinical Skills,Practical,Callaghan,I,GP326,Htoo Myat
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Middle Working Problem 49,PBL,Tutorial,Callaghan,G,GP324,Roving Tutor
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Middle Working Problem 49,PBL,Tutorial,Callaghan,H,GP321,Roving Tutor
2025-08-25,2025-08-25T10:30,2025-08-25T12:00,Middle Working Problem 49,PBL,Tutorial,Callaghan,J,GP325,Roving Tutor
2025-08-25,2025-08-25T12:30,2025-08-25T14:00,Sexuality Across the Lifespan,Interactional Skills,Tutorial,Callaghan,O,SR192,Dr Jo Taylor
2025-08-25,2025-08-25T14:00,2025-08-25T15:30,Sexuality Across the Lifespan,Interactional Skills,Tutorial,Callaghan,P,SR192,Dr Jo Taylor
2025-08-26,2025-08-26T08:30,2025-08-26T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clin Skills,Practical,Callaghan,K,GP328,Juan Morales Franco
2025-08-26,2025-08-26T08:30,2025-08-26T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clin Skills,Practical,Callaghan,L,GP327,Vicki Howell
2025-08-26,2025-08-26T08:30,2025-08-26T10:00,Structured Clinical Skills: CSA (Clinical Skills Assessment),Clin Skills,Practical,Callaghan,P,GP326,Khanrin Vashum
2025-08-26,2025-08-26T08:30,2025-08-26T10:00,Middle Working Problem 49,PBL,Tutorial,Callaghan,M,GP324,Roving Tutor
